?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBcv_0000624>	"A phenotype due to genotype g1 is enhanceable by genotype g2 if (and only if) the phenotype due to the genotype g1g2 is more severe than the sum of phenotypes due to g1 and g2, where all comparisons are under identical environmental conditions."	
<http://purl.obolibrary.org/obo/FBcv_0000616>		
<http://purl.obolibrary.org/obo/FBcv_0000268>	"Publication in the Norwegian language."	
<http://purl.obolibrary.org/obo/FBcv_0000456>	"Sequence change introduced by using an in vitro construct that contains a fusion of the regulatory region of one gene on to the coding region of another. Examples in FlyBase include heat shock constructs, FRT flip out constructs and reporter genes."	
<http://purl.obolibrary.org/obo/CHEBI_38101>	"Any organonitrogen compound containing a cyclic component with nitrogen and at least one other element as ring member atoms."	
<http://purl.obolibrary.org/obo/CHEBI_137982>	"An organic cation obtained by protonation of the amino group of any tertiary amino compound."	
<http://purl.obolibrary.org/obo/CHEBI_17544>	"The carbon oxoanion resulting from the removal of a proton from carbonic acid."	"MetaCyc:HCO3 KEGG:C00288 Wikipedia:Bicarbonate HMDB:HMDB0000595 PDBeChem:BCT"
<http://purl.obolibrary.org/obo/CHEBI_33893>	"A substance used in a chemical reaction to detect, measure, examine, or produce other substances."	
<http://purl.obolibrary.org/obo/FBcv_0000776>	"An allele shown by molecular evidence to produce a gene product with a novel function or expression pattern (compared to wild-type) at low temperatures but not higher temperatures."	
<http://purl.obolibrary.org/obo/FBcv_0000213>	"A work consisting of documents granted by a government giving exclusive rights to an inventor or assignee to manufacture, use, or sell an invention for a certain number of years."	"MeSH:D020490"
<http://purl.obolibrary.org/obo/CHEBI_5686>	"A cyclic compound having as ring members atoms of at least two different elements."	
<http://purl.obolibrary.org/obo/FBcv_0003028>	"The data type content of a dataset."	
<http://purl.obolibrary.org/obo/FBcv_0000482>	"Sequence change induced by chromosomal segregation."	
<http://purl.obolibrary.org/obo/FBcv_0003185>	"Material that is derived from the isolation of metabolites."	
<http://purl.obolibrary.org/obo/FBcv_0000791>	"A phenotype in which the aging process is slower than in wild-type."	
<http://purl.obolibrary.org/obo/FBcv_0000366>	"A phenotype that is the inability of females to produce fertilized eggs as a result of mating."	
<http://purl.obolibrary.org/obo/FBcv_0000615>		
<http://purl.obolibrary.org/obo/CHEBI_64775>	"An anionic group that contains carbon."	
<http://purl.obolibrary.org/obo/FBcv_0000745>	"An allele that at some temperatures but not others either makes no functional gene product or makes reduced levels of a normally functioning gene product or makes a gene product with reduced activity compared to wild-type."	
<http://purl.obolibrary.org/obo/FBcv_0007500>	"Phenotype that is any abnormality in anesthesia-resistant memory (GO:0007615). 'anesthesia-resistant memory' is defined as: 'The memory process that results in the formation of consolidated memory resistant to disruption of the patterned activity of the brain, without requiring protein synthesis.'"	
<http://purl.obolibrary.org/obo/CHEBI_33636>	"A molecule that features two fused rings."	
<http://purl.obolibrary.org/obo/CHEBI_25696>	"Any organic ion with a net negative charge."	
<http://purl.obolibrary.org/obo/FBcv_0000173>		
<http://purl.obolibrary.org/obo/FBcv_0000677>	"60-70% of egg length from the posterior tip (0%) of the egg or pre-gastrula embryo."	
<http://purl.obolibrary.org/obo/CHEBI_77746>	"Any mammalian metabolite  produced during a metabolic reaction in humans (Homo sapiens)."	
<http://purl.obolibrary.org/obo/CHEBI_22323>	"A univalent group -CnH2n+1 derived from an alkane by removal of a hydrogen atom from any carbon atom."	
<http://purl.obolibrary.org/obo/FBcv_0005062>	"An enzyme that mediates a recombination exchange reaction between two DNA templates, each containing a specific recognition site. The recognition site for a particular site-specific recombinase is defined by the enzyme itself. The recognition site contains perfect inverted repeats flanking an asymmetric spacer. Under normal conditions, the two recognition sites are identical and are reformed during the recombination event, and thus the reaction is bidirectional: recombination can occur in both 'forward' and 'reverse' directions. However, recognition sites can be mutated to drive the directionality of the reaction: different classes of site may be combined so that recombination can occur in one direction, but produces reformed sites that are no longer compatible. In addition, mutually exclusive sites have been engineered for some recombinases. Recombinases can be used to generate many different types of genetic modification, with the outcome being influenced by the relative orientation (direct or inverted), relative location and composition of the two recognition sites. The types of possible modification include deletion of DNA, generation of chromosomal rearrangements, integration of DNA into the genome, and replacement of genetic material with that from a donor plasmid using recombination-mediated cassette exchange (RMCE)."	
<http://purl.obolibrary.org/obo/FBcv_0000217>	"A written or recorded communication directed at members of the news media for the purpose of announcing something ostensibly newsworthy."	
<http://purl.obolibrary.org/obo/CHEBI_23824>	"A compound that contains two hydroxy groups, generally assumed to be, but not necessarily, alcoholic. Aliphatic diols are also called glycols."	"Wikipedia:Diol"
<http://purl.obolibrary.org/obo/FBcv_0000693>	"Allele shown by molecular evidence to make either a functionally wild-type gene product at increased levels or a gene product with the same function as wild-type but with increased activity."	
<http://purl.obolibrary.org/obo/FBcv_0000362>	"Phenotype that is an increase in the number of cells in a whole animal or in some specific organ, tissue or clone of cells compared to wild-type."	
<http://purl.obolibrary.org/obo/CHEBI_33253>	"Heavy nuclear particle: proton or neutron."	
<http://purl.obolibrary.org/obo/FBcv_0007501>	"Phenotype that is any abnormality in short-term memory (GO:0007614). 'short-term memory' is defined as: 'The memory process that deals with the storage, retrieval and modification of information received a short time (up to about 30 minutes) ago. This type of memory is typically dependent on direct, transient effects of second messenger activation.'"	
<http://purl.obolibrary.org/obo/FBcv_0000516>	"Mutation induced by exposure to neutron radiation."	
<http://purl.obolibrary.org/obo/FBcv_0007057>	"Sequence encoding a site-specific DNA-binding domain fused to a heterodimerization domain, where the process of heterodimerization mediated by this domain can be regulated by irradiation with a pulse of light. A functional transcription driver can be reconstituted in vivo if this split system component is brought together with a split system component that encodes a transcription activation domain fused to the complementary heterodimerization domain and the appropriate light stimulus is applied."	
<http://purl.obolibrary.org/obo/FBcv_0003220>	"A method that uses an RNA-seq assay in which only one end of the library fragment is sequenced."	
<http://purl.obolibrary.org/obo/FBcv_0000618>		
<http://purl.obolibrary.org/obo/FBcv_0000380>	"Genotype g1 is a non-enhancer of variegation of the phenotype due to genotype g2 if, and only if, g2 has a variegated phenotype and the degree of variegation caused by g1g2 is not greater than that caused by g2 alone."	
<http://purl.obolibrary.org/obo/FBcv_0000041>	"A spatial quality inhering in a bearer by virtue of the bearer's being located toward the back or upper surface of an organism relative to another entity."	"PATO:0001233"
<http://purl.obolibrary.org/obo/CHEBI_60242>	"An atom or small molecule with a positive charge that does not contain carbon in covalent linkage, with a valency of one."	
<http://purl.obolibrary.org/obo/FBcv_0005042>	"Sequence that forms part of the gene product encoded by a transgenic locus or modified endogenous locus and which results in the tagged gene product being targeted for degradation."	
<http://purl.obolibrary.org/obo/CHEBI_37022>		
<http://purl.obolibrary.org/obo/FBcv_0000509>	"Mutation induced by exposure to 226Ra alpha rays."	
<http://purl.obolibrary.org/obo/FBcv_0000775>	"An allele shown by molecular evidence to produce a gene product with a novel function or expression pattern (compared to wild-type) at some temperatures but not others."	
<http://purl.obolibrary.org/obo/FBcv_0000744>	"An allele shown by molecular evidence to completely lack function at some temperatures (restrictive temperatures) but not at others (permissive temperatures)."	
<http://purl.obolibrary.org/obo/CHEBI_19508>		
<http://purl.obolibrary.org/obo/FBcv_0005014>	"Protein having well characterized fluorescence excitation and emission spectra, with an emission peak equal or greater than 670nm."	
<http://purl.obolibrary.org/obo/FBcv_0003205>	"Random oligomers that have been used to prime first strand cDNA synthesis by reverse transcriptase at random positions along transcripts."	
<http://purl.obolibrary.org/obo/FBcv_0000747>	"An allele that at low temperatures but not high temperatures, either makes no functional gene product, makes reduced levels of a normally functioning gene product or makes a gene product with reduced activity compared to wild-type."	
<http://purl.obolibrary.org/obo/CHEBI_60809>	"Any pharmacological or immunological agent that modifies the effect of other agents such as drugs or vaccines while having few if any direct effects when given by itself."	
<http://purl.obolibrary.org/obo/CHEBI_25392>	"Any hydroxynaphthalene derivative that has a single hydroxy substituent."	
<http://purl.obolibrary.org/obo/FBcv_0000617>		
<http://purl.obolibrary.org/obo/FBcv_0003107>	"A result that represents the mapping of coordinates between two different genome assemblies for a given species."	
<http://purl.obolibrary.org/obo/FBcv_0010024>		
<http://purl.obolibrary.org/obo/FBcv_0007048>	"Present in the correct location but in smaller numbers than in wild-type."	
<http://purl.obolibrary.org/obo/FBcv_0000414>	"Phenotype that is any abnormality in locomotory behavior (GO:0007626). 'locomotory behavior' is defined as: 'The specific movement from place to place of an organism in response to external or internal stimuli. Locomotion of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions.'"	
<http://purl.obolibrary.org/obo/CHEBI_47868>	"A chemical compound that can be excited by light of a specific wavelength and subsequently transfer energy to a chosen reactant. This is commonly molecular oxygen within a cancer tissue, which is converted to (highly rective) singlet state oxygen. This rapidly reacts with any nearby biomolecules, ultimately killing the cancer cells."	
